price,street,area,bedrooms,bathrooms,halfbathrooms,unit,status,buildingType,latitude,longitude
3250,321 Wadsworth Avenue,Fort George,4,1,0,5D,ACTIVE,RENTAL,40.854855,-73.93094
8270,572 11th Avenue,Hell's Kitchen,1,1,0,8T,ACTIVE,RENTAL,40.7616,-73.9974
4234,401 East 34th Street,Murray Hill,1,1,0,N11N,ACTIVE,RENTAL,40.7438,-73.9725
5190,215 East 124th Street,East Harlem,3,2,0,7B,ACTIVE,RENTAL,40.80304,-73.93537
8300,12 Halsey Street,Bedford-Stuyvesant,2,3,0,G29,ACTIVE,RENTAL,40.681404,-73.95299
1873,58-35 Granger Street,Corona,1,1,0,5L,ACTIVE,RENTAL,40.738422,-73.85393
4628,75 Dupont Street,Greenpoint,1,1,0,306,ACTIVE,RENTAL,40.736088,-73.95688
5330,200 West 67th Street,Lincoln Square,0,1,0,31D,ACTIVE,RENTAL,40.7754,-73.9846
3500,568 Union Avenue,Williamsburg,0,1,0,2Q,ACTIVE,RENTAL,40.7178,-73.9519
5175,620 West 153rd Street,Hamilton Heights,1,1,0,PENTHHOUSE 28C,ACTIVE,RENTAL,40.831673,-73.94822
3675,445 Gerard Avenue,Mott Haven,2,2,0,W608,ACTIVE,RENTAL,40.817543,-73.93009
4500,620 West 153rd Street,Hamilton Heights,2,2,0,9J,ACTIVE,RENTAL,40.831673,-73.94822
5668,480 2nd Avenue,Kips Bay,2,1,0,06E,ACTIVE,RENTAL,40.7407,-73.9783
3675,414 Gerard Avenue,Mott Haven,2,2,0,401,ACTIVE,RENTAL,40.817127,-73.9296
2750,4405 Fifth Avenue,Sunset Park,2,1,0,4R,ACTIVE,RENTAL,40.648144,-74.00676
2950,143 West 119th Street,South Harlem,1,1,0,2B,ACTIVE,RENTAL,40.804905,-73.949936
3900,3660 Waldo Avenue,Riverdale,4,2,0,J1,ACTIVE,RENTAL,40.886734,-73.90389
3033,571 Ocean Parkway,Kensington,1,1,0,8A,ACTIVE,RENTAL,40.63446,-73.97178
4550,380 4th Avenue,Gowanus,1,1,0,11A,ACTIVE,RENTAL,40.672794,-73.98704
4271,87 Commercial Street,Greenpoint,1,1,0,2202N,ACTIVE,RENTAL,40.737507,-73.95626
4725,550 10th Avenue,Hudson Yards,0,1,0,2607,ACTIVE,RENTAL,40.758785,-73.99612
3380,148-37 88th Avenue,Jamaica,2,2,0,6D,ACTIVE,RENTAL,40.70577,-73.8089
4583,401 East 34th Street,Murray Hill,1,1,0,S09N,ACTIVE,RENTAL,40.7438,-73.9725
8135,507 West 28th Street,West Chelsea,2,2,0,402,ACTIVE,RENTAL,40.7513,-74.0024
4695,165 East 35th Street,Murray Hill,2,1,0,11I,ACTIVE,RENTAL,40.74671,-73.97781
5000,108 East 38th Street,Murray Hill,2,1,0,1403,ACTIVE,RENTAL,40.7491,-73.9789
5515,300 E. 39th Street,Murray Hill,1,1,0,27H,ACTIVE,RENTAL,40.7474,-73.973
4800,64 4th Place,Carroll Gardens,2,1,0,4R,ACTIVE,RENTAL,40.677967,-73.99956
3825,117 West 13th Street,Greenwich Village,0,1,0,35,ACTIVE,RENTAL,40.737225,-73.99807
13500,165 East 66th Street,Lenox Hill,2,2,0,15F,ACTIVE,RENTAL,40.766376,-73.96347
4850,601 West 57th Street,Hell's Kitchen,1,1,0,10M,ACTIVE,RENTAL,40.7708,-73.9918
4417,401 East 34th Street,Murray Hill,1,1,0,S26J,ACTIVE,RENTAL,40.7438,-73.9725
4388,180 Riverside Boulevard,Lincoln Square,1,1,0,3L,ACTIVE,RENTAL,40.7784,-73.9879
3590,23 West 94th Street,Upper West Side,0,1,0,E,ACTIVE,RENTAL,40.790905,-73.96634
3900,8 Palmetto Street,Bushwick,1,1,0,510,ACTIVE,RENTAL,40.68906,-73.920685
4191,1 Blue Slip,Greenpoint,0,1,0,0-26Q,ACTIVE,RENTAL,40.7369,-73.959
4119,245 E. 40th Street,Murray Hill,0,1,0,22J,ACTIVE,RENTAL,40.7489,-73.9734
4273,170 Amsterdam Avenue,Lincoln Square,0,1,0,02D,ACTIVE,RENTAL,40.7762,-73.9827
5985,55 Willoughby Street,Downtown Brooklyn,2,1,0,3C,ACTIVE,RENTAL,40.692432,-73.98687
5050,60 Wharf Dr,Greenpoint,1,1,0,1411,ACTIVE,RENTAL,40.726715,-73.96056
4400,29-28 41st Avenue,Long Island City,2,1,0,805,ACTIVE,RENTAL,40.750484,-73.936935
2999,2269 Adam Clayton Powell Boulevard,Central Harlem,2,1,0,4C,ACTIVE,RENTAL,40.814205,-73.94405
3650,1020 Rogers Avenue,Flatbush,2,2,0,6I,ACTIVE,RENTAL,40.64547,-73.95211
3005,166-20 90th Avenue,Jamaica,1,1,0,917,ACTIVE,RENTAL,40.707336,-73.794174
9122,401 East 34th Street,Murray Hill,2,2,0,N18H,ACTIVE,RENTAL,40.7438,-73.9725
7250,150 Lawrence Street,Downtown Brooklyn,2,2,0,334,ACTIVE,RENTAL,40.691624,-73.98658
3220,5055 Broadway,Inwood,1,1,0,211,ACTIVE,RENTAL,40.87025,-73.91585
3575,5055 Broadway,Inwood,1,1,0,213,ACTIVE,RENTAL,40.87025,-73.91585
2600,711 Ocean Avenue,Flatbush,1,1,0,BD,ACTIVE,RENTAL,40.6456,-73.9598
4254,55 Fleet Street,Downtown Brooklyn,0,1,0,17L,ACTIVE,RENTAL,40.6907,-73.9823
5395,5055 Broadway,Inwood,2,2,0,915,ACTIVE,RENTAL,40.87025,-73.91585
3596,121 West 116th Street,South Harlem,2,1,0,4D,ACTIVE,RENTAL,40.802704,-73.95058
3675,4650 Broadway,Fort George,1,1,0,1806,ACTIVE,RENTAL,40.862766,-73.92939
4733,4650 Broadway,Fort George,2,1,0,1803,ACTIVE,RENTAL,40.862766,-73.92939
5900,85 East End Avenue,Yorkville,1,1,0,10G,ACTIVE,RENTAL,40.773,-73.9456
4025,170 West 225th Street,Marble Hill,2,1,0,527,ACTIVE,RENTAL,40.87563,-73.91231
4195,170 West 225th Street,Marble Hill,2,1,0,329,ACTIVE,RENTAL,40.87563,-73.91231
3600,3880 9th Avenue,Inwood,1,1,0,3C,ACTIVE,RENTAL,40.864166,-73.91741
3200,3880 9th Avenue,Inwood,1,1,0,7V,ACTIVE,RENTAL,40.864166,-73.91741
4652,180 Montague Street,Brooklyn Heights,1,1,0,16A,ACTIVE,RENTAL,40.6939,-73.9919
4995,170 Freeman Street,Greenpoint,1,1,0,206,ACTIVE,RENTAL,40.734264,-73.954605
3400,415 West 120th Street,Morningside Heights,0,1,0,9F,ACTIVE,RENTAL,40.80918,-73.95813
4700,415 West 120th Street,Morningside Heights,0,1,0,9D,ACTIVE,RENTAL,40.80918,-73.95813
4650,415 West 120th Street,Morningside Heights,0,1,0,1D,ACTIVE,RENTAL,40.80918,-73.95813
6300,415 West 120th Street,Morningside Heights,0,1,0,PH,ACTIVE,RENTAL,40.80918,-73.95813
4750,415 West 120th Street,Morningside Heights,0,1,0,11E,ACTIVE,RENTAL,40.80918,-73.95813
2750,1646 Madison Avenue,East Harlem,2,1,0,5A,ACTIVE,RENTAL,40.796085,-73.94806
3800,223 West 138th Street,Central Harlem,2,1,0,5,ACTIVE,RENTAL,40.817898,-73.943306
3777,21 West Street,Financial District,0,1,0,03D,ACTIVE,RENTAL,40.7064,-74.0155
3631,111 Lawrence Street,Downtown Brooklyn,0,1,0,50C,ACTIVE,RENTAL,40.6927,-73.986
3978,431 West 37th Street,Hudson Yards,0,1,0,8F,ACTIVE,RENTAL,40.756,-73.9963
1895,735 Walton Avenue,Concourse,2,1,0,C1,ACTIVE,RENTAL,40.824593,-73.92617
3615,240 Willoughby Street,Fort Greene,0,1,0,25E,ACTIVE,RENTAL,40.69159,-73.97787
4304,401 East 34th Street,Murray Hill,1,1,0,N14N,ACTIVE,RENTAL,40.7438,-73.9725
2739,1 Arden Street,Fort George,2,1,0,303,ACTIVE,RENTAL,40.861336,-73.926414
17000,127 West 75th Street,Upper West Side,4,3,0,1F,ACTIVE,RENTAL,40.780083,-73.97849
6400,540 Fulton Street,Downtown Brooklyn,2,2,0,15K,ACTIVE,RENTAL,40.68879,-73.98152
7500,45 West 81st Street,Upper West Side,2,2,0,8M,ACTIVE,RENTAL,40.783146,-73.973694
6475,50 East 28th Street,NoMad,1,1,0,18L,ACTIVE,RENTAL,40.7437,-73.9851
6220,10 East 29th Street,NoMad,1,1,0,23E,ACTIVE,RENTAL,40.7446,-73.9862
4660,795 Columbus Avenue,Upper West Side,1,1,0,05J,ACTIVE,RENTAL,40.7943,-73.966
8995,49 East 34th Street,Murray Hill,1,1,1,PHC,ACTIVE,RENTAL,40.7476,-73.9822
3763,42-20 24th Street,Hunters Point,0,1,0,004B,ACTIVE,RENTAL,40.7507,-73.9421
6892,560 West 43rd Street,Hell's Kitchen,3,2,0,06C,ACTIVE,RENTAL,40.76114,-73.99756
3855,301 East 94th Street,Yorkville,0,1,0,07C,ACTIVE,RENTAL,40.782974,-73.9476
4750,78 West 11th Street,Greenwich Village,1,1,0,19,ACTIVE,RENTAL,40.73515,-73.998055
8847,431 East 20th Street,Stuyvesant Town/PCV,3,2,0,05-G,ACTIVE,RENTAL,40.7349,-73.977
3750,620 West 171st Street,Washington Heights,2,1,0,3A,ACTIVE,RENTAL,40.84316,-73.93962
4079,567 West 125th Street,Manhattanville,3,1,1,2D,ACTIVE,RENTAL,40.81554,-73.95774
3305,2413 3rd Avenue,Mott Haven,1,1,0,1702,ACTIVE,RENTAL,40.808754,-73.93145
25000,22 East 81st Street,Upper East Side,2,2,1,1,ACTIVE,RENTAL,40.777637,-73.96176
5600,435 East 79th Street,Yorkville,1,1,0,8U,ACTIVE,RENTAL,40.7719,-73.9506
25995,645 West 59th Street,Lincoln Square,4,3,1,1808,ACTIVE,RENTAL,40.772213,-73.991646
6075,250 West 93rd Street,Upper West Side,1,1,0,16B,ACTIVE,RENTAL,40.7927,-73.9738
5075,412 East 55th Street,Sutton Place,1,1,0,7H,ACTIVE,RENTAL,40.756424,-73.96309
8663,55 Fleet Street,Downtown Brooklyn,2,2,0,17G,ACTIVE,RENTAL,40.6907,-73.9823
8500,354 East 91st Street,Yorkville,3,2,0,0902,ACTIVE,RENTAL,40.7805,-73.9482
5502,20 Halletts Point,Astoria,2,1,0,2-2610,ACTIVE,RENTAL,40.776154,-73.93589
2958,104-60 Queens Boulevard,Forest Hills,0,1,0,20R,ACTIVE,RENTAL,40.7232,-73.8499
6110,340 East 52nd Street,Turtle Bay,1,1,0,7H,ACTIVE,RENTAL,40.75526,-73.96613
4507,100 Willoughby Street,Downtown Brooklyn,1,1,0,22W,ACTIVE,RENTAL,40.6919,-73.9846
3027,442 61st Street,Sunset Park,2,1,0,2D,ACTIVE,RENTAL,40.63918,-74.017685
2842,166-20 90th Avenue,Jamaica,1,1,0,348,ACTIVE,RENTAL,40.707336,-73.794174
2842,166-20 90th Avenue,Jamaica,1,1,0,349,ACTIVE,RENTAL,40.707336,-73.794174
6795,401 East 34th Street,Murray Hill,1,1,0,S18J,ACTIVE,RENTAL,40.7438,-73.9725
3800,245 East 63rd Street,Lenox Hill,0,1,0,219,ACTIVE,RENTAL,40.7636,-73.9628
10995,92 Grove Street,West Village,2,2,0,18,ACTIVE,RENTAL,40.7334,-74.0018
4995,650 1st Avenue,Murray Hill,0,1,0,7B,ACTIVE,RENTAL,40.74572,-73.971634
5400,170 Freeman Street,Greenpoint,1,1,0,307,ACTIVE,RENTAL,40.734264,-73.954605
4199,160 Front Street,DUMBO,0,1,0,338,ACTIVE,RENTAL,40.702206,-73.98567
2195,3025 Godwin Terrace,Kingsbridge,1,1,0,5B,ACTIVE,RENTAL,40.878365,-73.90692
3125,8 Palmetto Street,Bushwick,0,1,0,305,ACTIVE,RENTAL,40.68906,-73.920685
3295,1309 5th Avenue,South Harlem,1,1,0,33A,ACTIVE,RENTAL,40.796806,-73.94814
6196,100 West 31st Street,Midtown South,1,1,0,34A,ACTIVE,RENTAL,40.7479,-73.9896
6773,29-59 Northern Boulevard,Long Island City,2,1,0,60P,ACTIVE,RENTAL,40.75059,-73.935616
3777,10 Hanover Square,Financial District,0,1,0,08T,ACTIVE,RENTAL,40.7046,-74.0088
3909,10 Hanover Square,Financial District,0,1,0,23T,ACTIVE,RENTAL,40.7046,-74.0088
3723,795 Columbus Avenue,Upper West Side,0,1,0,09M,ACTIVE,RENTAL,40.7943,-73.966
3985,146 South 4th Street,Williamsburg,0,1,0,4G,ACTIVE,RENTAL,40.711388,-73.96242
5025,55 Willoughby Street,Downtown Brooklyn,1,1,0,25F,ACTIVE,RENTAL,40.692432,-73.98687
4940,55 Willoughby Street,Downtown Brooklyn,1,1,0,29H,ACTIVE,RENTAL,40.692432,-73.98687
3000,228 East 89th Street,Yorkville,0,1,0,0A,ACTIVE,RENTAL,40.7801,-73.9518
3495,43-25 52nd Street,Woodside,2,1,0,4G,ACTIVE,RENTAL,40.743423,-73.91243
7500,600 West 58th Street,Hell's Kitchen,3,2,0,7K,ACTIVE,RENTAL,40.771,-73.9916
6714,105 West 29th Street,Chelsea,1,1,0,52I,ACTIVE,RENTAL,40.7471,-73.9903
3125,4568 Broadway,Fort George,1,1,0,PHK,ACTIVE,RENTAL,40.85971,-73.93044
5245,395 South End Avenue,Battery Park City,1,1,0,26M,ACTIVE,RENTAL,40.7111,-74.017
4905,303 East 83rd Street,Yorkville,1,1,0,09E,ACTIVE,RENTAL,40.776,-73.9527
1750,2078 Cropsey Avenue,Bath Beach,0,1,0,5B,ACTIVE,RENTAL,40.5988,-74.0019
7320,37 West 21st Street,Flatiron,1,1,0,0602,ACTIVE,RENTAL,40.7413,-73.9923
6000,778 Madison Avenue,Lenox Hill,1,1,0,4A,ACTIVE,RENTAL,40.768337,-73.96828
6043,776 Sixth Avenue,NoMad,1,1,0,27J,ACTIVE,RENTAL,40.7448,-73.9909
4849,1065 Second Avenue,Sutton Place,0,1,0,05K,ACTIVE,RENTAL,40.758835,-73.96572
3250,1309 5th Avenue,South Harlem,0,1,0,27C,ACTIVE,RENTAL,40.796806,-73.94814
4500,55 Paseo Place,Park Slope,0,1,0,PH6,ACTIVE,RENTAL,40.67949,-73.97888
5550,222 East 34th Street,Kips Bay,1,1,0,1225,ACTIVE,RENTAL,40.745,-73.9773
5051,801 Amsterdam Avenue,Upper West Side,1,1,0,03C,ACTIVE,RENTAL,40.7961,-73.9686
5400,40 East 12th Street,Greenwich Village,1,1,0,1B,ACTIVE,RENTAL,40.7334,-73.9921
2900,5 Lincoln Avenue,Mott Haven,1,1,0,E-1950,ACTIVE,RENTAL,40.807106,-73.93004
6886,5 Lincoln Avenue,Mott Haven,2,2,1,W-0001C,ACTIVE,RENTAL,40.807106,-73.93004
5728,5 Lincoln Avenue,Mott Haven,3,2,0,W-2302,ACTIVE,RENTAL,40.807106,-73.93004
4479,401 East 34th Street,Murray Hill,1,1,0,N06N,ACTIVE,RENTAL,40.7438,-73.9725
5600,150 Lawrence Street,Downtown Brooklyn,2,2,0,2102,ACTIVE,RENTAL,40.691624,-73.98658
4062,953 Dean Street,Crown Heights,1,1,0,902,ACTIVE,RENTAL,40.678547,-73.958305
5700,85 East End Avenue,Yorkville,1,1,0,01H,ACTIVE,RENTAL,40.773,-73.9456
5900,90 West Street,Financial District,1,1,0,19W,ACTIVE,RENTAL,40.70999,-74.01426
3033,176 Woodward Avenue,Ridgewood,0,1,0,141,ACTIVE,RENTAL,40.71168,-73.91733
4750,150 West 58th Street,Midtown,1,1,0,4A,ACTIVE,RENTAL,40.7655,-73.9785
5195,1515 Surf Avenue,Coney Island,2,1,0,PH1D,ACTIVE,RENTAL,40.5761,-73.98294
2030,90-10 149th Street,Jamaica,0,1,0,601,ACTIVE,RENTAL,40.703037,-73.806335
3225,975 Nostrand Avenue,Crown Heights,0,1,0,443,ACTIVE,RENTAL,40.664635,-73.950386
3225,975 Nostrand Avenue,Crown Heights,0,1,0,213,ACTIVE,RENTAL,40.664635,-73.950386
2031,88-18 150th Street,Jamaica,1,1,0,120,ACTIVE,RENTAL,40.705093,-73.806206
1930,88-25 148th Street,Jamaica,0,1,0,121,ACTIVE,RENTAL,40.70458,-73.80744
2335,88-25 148th Street,Jamaica,1,1,0,110,ACTIVE,RENTAL,40.70458,-73.80744
2235,140-60 Beech Avenue,East Flushing,0,1,0,214,ACTIVE,RENTAL,40.75537,-73.821465
3400,153-10 88th Avenue,Jamaica,1,1,0,1C,ACTIVE,RENTAL,40.706123,-73.80623
6472,20 Halletts Point,Astoria,2,1,0,2-2202,ACTIVE,RENTAL,40.776154,-73.93589
2667,140-60 Beech Avenue,East Flushing,2,1,0,187,ACTIVE,RENTAL,40.75537,-73.821465
6973,400 West 113th Street,Morningside Heights,1,1,0,1026,ACTIVE,RENTAL,40.804,-73.9604
3200,244 Central Avenue,Bushwick,2,1,0,3RD FLOOR,ACTIVE,RENTAL,40.69702,-73.923744
3500,175 West 90th Street,Upper West Side,0,1,0,5K,ACTIVE,RENTAL,40.790398,-73.97251
3125,8 Palmetto Street,Bushwick,1,1,0,207,ACTIVE,RENTAL,40.68906,-73.920685
7000,240 Third Avenue,Gowanus,2,2,0,2H,ACTIVE,RENTAL,40.678787,-73.985596
7730,105 Duane Street,Tribeca,1,1,0,43C,ACTIVE,RENTAL,40.7158,-74.0062
7854,196 Willoughby Street,Downtown Brooklyn,2,2,0,29E,ACTIVE,RENTAL,40.69148,-73.97996
2795,2100 2nd Avenue,East Harlem,1,1,0,12,ACTIVE,RENTAL,40.7919,-73.9411
3295,212 East 105th Street,East Harlem,2,1,0,19,ACTIVE,RENTAL,40.7904,-73.9446
4875,601 West 57th Street,Hell's Kitchen,1,1,0,38L,ACTIVE,RENTAL,40.7708,-73.9918
5310,50 East 28th Street,NoMad,0,1,0,17C,ACTIVE,RENTAL,40.7437,-73.9851
3855,430 Main Street,Roosevelt Island,0,1,0,25P,ACTIVE,RENTAL,40.75855,-73.9526
5226,750 Columbus Avenue,Upper West Side,1,1,0,09C,ACTIVE,RENTAL,40.7934,-73.9678
3940,111 Lawrence Street,Downtown Brooklyn,1,1,0,17A,ACTIVE,RENTAL,40.6927,-73.986
3795,74 Maujer Street,Williamsburg,2,1,0,GC,ACTIVE,RENTAL,40.71019,-73.94741
4983,775 Columbus Avenue,Upper West Side,1,1,0,10B,ACTIVE,RENTAL,40.7938,-73.9665
6840,69 Adams Street,DUMBO,2,2,0,20Q,ACTIVE,RENTAL,40.702103,-73.988335
2500,1886 Eastern Parkway,Ocean Hill,1,1,0,1F,ACTIVE,RENTAL,40.676785,-73.90766
3825,60 Wharf Dr,Greenpoint,0,1,0,532,ACTIVE,RENTAL,40.726715,-73.96056
2950,2092 Frederick Douglass Boulevard,South Harlem,2,1,0,4C,ACTIVE,RENTAL,40.802517,-73.956345
4400,2090 Frederick Douglass Boulevard,South Harlem,3,1,0,2C,ACTIVE,RENTAL,40.80245,-73.9564
3352,89-21 153rd Street,Jamaica,3,1,0,205,ACTIVE,RENTAL,40.704563,-73.80297
2235,94-25 57th Avenue,Elmhurst,0,1,0,124,ACTIVE,RENTAL,40.7368,-73.8666
3200,620 West 153rd Street,Hamilton Heights,0,1,0,22G,ACTIVE,RENTAL,40.831673,-73.94822
5550,55 West 25th Street,NoMad,0,1,0,05E,ACTIVE,RENTAL,40.7443,-73.9912
7795,360 East 65th Street,Lenox Hill,2,2,0,021A,ACTIVE,RENTAL,40.7632,-73.9597
5611,212 West 124th Street,South Harlem,1,1,1,1507,ACTIVE,RENTAL,40.80867,-73.95028
3900,2940 Ocean Parkway,Coney Island,2,1,15,13N,ACTIVE,RENTAL,40.579506,-73.968796
3850,3000 Ocean Parkway,Coney Island,2,1,0,9K,ACTIVE,RENTAL,40.577362,-73.969124
10697,776 Sixth Avenue,NoMad,2,2,0,30F,ACTIVE,RENTAL,40.7448,-73.9909
4080,2-33 50th Avenue,Hunters Point,0,1,0,E613,ACTIVE,RENTAL,40.743687,-73.9571
5425,260 West 52nd Street,Midtown,1,1,0,16F,ACTIVE,RENTAL,40.7632,-73.9849
6688,401 East 34th Street,Murray Hill,1,1,0,N12H,ACTIVE,RENTAL,40.7438,-73.9725
7495,509 3rd Avenue,Murray Hill,2,2,0,16F,ACTIVE,RENTAL,40.74577,-73.97756
5000,402 East 118th Street,East Harlem,3,2,0,7D,ACTIVE,RENTAL,40.796913,-73.93411
5064,19 Dutch Street,Fulton/Seaport,0,1,0,32B,ACTIVE,RENTAL,40.709816,-74.00738
4999,1065 Second Avenue,Sutton Place,0,1,0,06L,ACTIVE,RENTAL,40.758835,-73.96572
3575,61-55 Junction Boulevard,Rego Park,1,1,0,24B,ACTIVE,RENTAL,40.733,-73.863
4900,55 Fleet Street,Downtown Brooklyn,1,1,0,24F,ACTIVE,RENTAL,40.6907,-73.9823
9500,626 1st Avenue,Murray Hill,2,2,0,E34C,ACTIVE,RENTAL,40.7444,-73.972
6869,420 East 54th Street,Sutton Place,1,2,0,1708,ACTIVE,RENTAL,40.7558,-73.9635
7752,420 East 54th Street,Sutton Place,2,2,0,1901,ACTIVE,RENTAL,40.7558,-73.9635
3895,45 Hoyt Street,Downtown Brooklyn,0,1,0,15W,ACTIVE,RENTAL,40.6892,-73.9856
6229,626 1st Avenue,Murray Hill,1,1,0,E31D,ACTIVE,RENTAL,40.7444,-73.972
4150,566 West 126th Street,Manhattanville,3,2,0,25,ACTIVE,RENTAL,40.816013,-73.957664
6475,211 North End Avenue,Battery Park City,1,1,0,11P,ACTIVE,RENTAL,40.716286,-74.015465
4535,1975 Madison Avenue,Central Harlem,1,1,0,701,ACTIVE,RENTAL,40.80643,-73.93965
4198,70 Pine Street,Financial District,0,1,0,1012,ACTIVE,RENTAL,40.7065,-74.0077
4338,70 Pine Street,Financial District,0,1,0,0829,ACTIVE,RENTAL,40.7065,-74.0077
6800,88 Leonard Street,Tribeca,1,1,0,1202,ACTIVE,RENTAL,40.7169,-74.0047
4300,323 West 96th Street,Upper West Side,1,1,0,308,ACTIVE,RENTAL,40.795963,-73.97418
7280,180 West 20th Street,Chelsea,1,1,0,09W,ACTIVE,RENTAL,40.7418,-73.9968
12000,280 East Houston Street,East Village,2,2,0,9K,ACTIVE,RENTAL,40.72222,-73.98527
5795,780 Greenwich Street,West Village,0,1,0,1D,ACTIVE,RENTAL,40.7367,-74.0068
3900,345 East 94th Street,Yorkville,0,1,0,3F,ACTIVE,RENTAL,40.7823,-73.9458
3264,4650 Broadway,Fort George,0,1,0,1802,ACTIVE,RENTAL,40.862766,-73.92939
6411,105 West 29th Street,Chelsea,1,1,0,27I,ACTIVE,RENTAL,40.7471,-73.9903
3653,10 Hanover Square,Financial District,0,1,0,10X,ACTIVE,RENTAL,40.7046,-74.0088
3500,79 Sullivan Street,Soho,1,1,0,2D,ACTIVE,RENTAL,40.72463,-74.003586
12326,55 Fleet Street,Downtown Brooklyn,3,2,0,12A,ACTIVE,RENTAL,40.6907,-73.9823
5450,235 Prospect Park West,Windsor Terrace,2,2,0,403,ACTIVE,RENTAL,40.659527,-73.98069
3500,555 West 52nd Street,Hell's Kitchen,0,1,0,505,ACTIVE,RENTAL,40.767155,-73.99323
7265,271 West 47th Street,Midtown,2,2,0,46B,ACTIVE,RENTAL,40.76051,-73.987
4000,545 West 148th Street,Hamilton Heights,3,1,0,4D,ACTIVE,RENTAL,40.828053,-73.94776
4600,23-10 42nd Road,Hunters Point,1,1,0,07H,ACTIVE,RENTAL,40.750328,-73.94273
5090,23-10 42nd Road,Hunters Point,1,1,0,PH2B,ACTIVE,RENTAL,40.750328,-73.94273
6800,23-10 42nd Road,Hunters Point,2,2,0,PH2G,ACTIVE,RENTAL,40.750328,-73.94273
6850,23-10 42nd Road,Hunters Point,2,2,0,09C,ACTIVE,RENTAL,40.750328,-73.94273
3450,4778 Broadway,Inwood,0,1,0,5P,ACTIVE,RENTAL,40.865578,-73.92604
3225,4778 Broadway,Inwood,0,1,0,6P,ACTIVE,RENTAL,40.865578,-73.92604
3868,23-10 42nd Road,Hunters Point,0,1,0,03A,ACTIVE,RENTAL,40.750328,-73.94273
3245,4778 Broadway,Inwood,0,1,0,2P,ACTIVE,RENTAL,40.865578,-73.92604
3475,4778 Broadway,Inwood,1,1,0,11P,ACTIVE,RENTAL,40.865578,-73.92604
3850,25-28 Broadway,Astoria,2,1,0,7BB,ACTIVE,RENTAL,40.762783,-73.92771
3570,400 West 37th Street,Hudson Yards,0,1,0,9U,ACTIVE,RENTAL,40.7552,-73.9955
6970,777 6th Avenue,Chelsea,1,1,0,30H,ACTIVE,RENTAL,40.7451,-73.9916
2850,72-01 Queens Boulevard,Woodside,1,1,0,520,ACTIVE,RENTAL,40.739925,-73.89133
3000,125 Martense Street,Flatbush,2,1,0,5B,ACTIVE,RENTAL,40.651703,-73.954704
3150,991 Saint John's Place,Crown Heights,0,1,0,1D,ACTIVE,RENTAL,40.671688,-73.945404
7995,40 Harrison Street,Tribeca,2,1,0,40-05N,ACTIVE,RENTAL,40.7181,-74.0112
3700,43-46 39th Place,Sunnyside,1,1,0,706,ACTIVE,RENTAL,40.744343,-73.92539
14500,60 Wharf Dr,Greenpoint,2,2,0,4012,ACTIVE,RENTAL,40.726715,-73.96056
4176,111 Lawrence Street,Downtown Brooklyn,1,1,0,23L,ACTIVE,RENTAL,40.6927,-73.986
2795,112 Haven Avenue,Washington Heights,1,1,0,48,ACTIVE,RENTAL,40.84503,-73.9426
5324,801 Amsterdam Avenue,Upper West Side,1,1,0,04G,ACTIVE,RENTAL,40.7961,-73.9686
2100,41-45 149th Street,Murray Hill,1,1,0,3B,ACTIVE,RENTAL,40.7609,-73.815
5730,305 West 50th Street,Hell's Kitchen,1,1,0,26E,ACTIVE,RENTAL,40.7626,-73.9862
6100,265 East 66th Street,Lenox Hill,1,1,1,3A,ACTIVE,RENTAL,40.7658,-73.9616
4965,225 Schermerhorn Street,Downtown Brooklyn,2,1,0,21C,ACTIVE,RENTAL,40.689,-73.985
5682,525 West 52nd Street,Hell's Kitchen,1,1,0,5DN,ACTIVE,RENTAL,40.7667,-73.9919
3000,318 West 106th Street,Upper West Side,0,1,0,1RE,ACTIVE,RENTAL,40.80182,-73.96972
7121,7 Peter Cooper Road,Stuyvesant Town/PCV,2,2,0,01-C,ACTIVE,RENTAL,40.7349,-73.977
4700,601 West 57th Street,Hell's Kitchen,1,1,0,19S,ACTIVE,RENTAL,40.7708,-73.9918
3595,43-25 52nd Street,Woodside,2,1,0,7M,ACTIVE,RENTAL,40.743423,-73.91243
3495,43-25 52nd Street,Woodside,2,1,0,2L,ACTIVE,RENTAL,40.743423,-73.91243
2537,43-25 52nd Street,Woodside,0,1,0,2M,ACTIVE,RENTAL,40.743423,-73.91243
4267,189 West 89th Street,Upper West Side,0,1,0,5N,ACTIVE,RENTAL,40.7896,-73.9732
6300,160 West 97th Street,Upper West Side,2,1,0,13F,ACTIVE,RENTAL,40.7939,-73.9693
4470,260 West 52nd Street,Midtown,1,1,0,04J,ACTIVE,RENTAL,40.7632,-73.9849
4588,808 Columbus Avenue,Upper West Side,1,1,0,09L,ACTIVE,RENTAL,40.7953,-73.9662
3400,240 Third Avenue,Gowanus,0,1,0,6D,ACTIVE,RENTAL,40.678787,-73.985596
2750,74 West 126th Street,Central Harlem,0,1,0,1F,ACTIVE,RENTAL,40.807922,-73.94435
3375,850 Amsterdam Avenue,Manhattan Valley,0,1,0,15E,ACTIVE,RENTAL,40.797657,-73.96814
4495,724 10th Avenue,Hell's Kitchen,2,1,0,3B,ACTIVE,RENTAL,40.7642,-73.9917
9595,311 11th Avenue,West Chelsea,2,2,0,4004,ACTIVE,RENTAL,40.753277,-74.00423
